UPA,c1,c2,c3,c4_1_a,c4_1_b,c4_1_c,c4_1_d,c4_2_a,c4_2_b,c4_2_c,c4_2_d,c4_3_a,c4_3_b,c4_3_c,c4_3_d,c4_4_a,c4_4_b,c4_4_c,c4_4_d,c4_5_a,c4_5_b,c4_5_c,c4_5_d,c4_6_a,c4_6_b,c4_6_c,c4_6_d,c4_7_a,c4_7_b,c4_7_c,c4_7_d,c4_8_a,c4_8_b,c4_8_c,c4_8_d,c5,c6_a,c6_b,c6_c,c7_a,c7_b,c7_c,c8_a,c8_b,c8_c,c9_a,c9_b,c9_c,c10_a,c10_b,c10_c,c11_a,c11_b,c11_c,c12,c13,c14_a,c14_b,c14_c,c15_a,c15_b,c15_c,c16_a,c16_b,c16_c,c17_a,c17_b,c17_c,c18_a,c18_b,c18_c,c19_a,c19_b,c19_c,c20_a,c20_b,c20_c,c21_a,c21_b,c21_c,c22_a,c22_b,c22_c,c23_a,c23_b,c23_c,c23_d,c23_e,c23_f,c24,c25,c26_a,c26_b,c26_c,c26_d,filter_$,CantidaPorcinosAgrupado,Machos.Adultos,Madres,Chanchillas,Lechones,Hembras,Mestizos_total,Criollo_total,Yorkshire_total,Landrace_total,Pic_total,Topigs_total,Duroc_total,Otros_total
545,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Si,Engorde,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,20,0,0,0,4,4,0,0,0,0,3,0,3,0,0,0,0,0,0,600.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,0,0,25,25,25,25,Monta Controlada,Si,No,No,No,No,Selected,[1-10],0,1,0,5,1,0,6,0,0,0,0,0,0
548,Si,Engorde,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,30,0,0,0,5,5,0,0,0,0,30,0,30,0,0,0,0,0,0,6000.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,0,0,20,40,40,0,Monta Libre,Si,No,No,No,No,Selected,[11-20],7,0,0,8,0,15,0,0,0,0,0,0,0
549,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Si,Completa(Engorde y Multiplicador),8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,50,0,0,25,25,0,Monta Libre,No,No,No,No,No,Not Selected,[1-10],0,2,0,6,2,8,0,0,0,0,0,0,0
553,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Si,Engorde,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Otro productor de Galàpagos,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,50,0,0,0,50,0,No aplica,Si,No,No,No,No,Not Selected,[1-10],5,0,0,5,0,10,0,0,0,0,0,0,0
558,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Si,Engorde,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,27,16,0,0,0,0,40,4,0,4,30,30,0,0,0,0,3,0,3,0,0,0,0,0,0,650.00,Otro productor de Galàpagos,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,50,0,20,10,20,0,No aplica,Si,Si,Si,Si,No,Selected,[31-50],1,4,27,16,31,48,0,0,0,0,0,0,0
561,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Si,Completa(Engorde y Multiplicador),14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,0,0,0,0,11,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,400.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,50,0,25,25,0,0,Monta Libre,Si,No,No,No,No,Selected,[11-20],1,2,0,11,2,14,0,0,0,0,0,0,0
565,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Si,Engorde,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,29,29,0,0,0,0,0,0,0,0,0,30,0,30,35,0,35,0,0,0,4500.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,100,0,0,0,0,0,Monta Libre,Si,No,No,No,No,Selected,[31-50],1,10,0,29,10,0,0,0,0,0,0,0,40
567,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Si,Completa(Engorde y Multiplicador),20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,11,0,0,0,0,24,0,0,0,3,3,0,0,0,0,0,0,0,10,0,10,0,0,0,1600.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,50,0,0,25,25,0,Monta Libre,Si,No,No,No,No,Selected,[11-20],1,3,5,11,8,20,0,0,0,0,0,0,0
569,Si,Engorde,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,25,0,25,0,50,0,No aplica,No,No,No,No,No,Not Selected,[1-10],0,0,0,4,0,0,4,0,0,0,0,0,0
570,Si,Engorde,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,32,0,0,0,0,42,0,0,0,14,14,0,0,0,0,36,0,36,0,0,0,0,0,0,8640.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,Si,Si,Medicina,No,No aplica,Na aplica,0,0,100,0,0,0,Monta Controlada,Si,No,No,No,No,Selected,[51-220],21,7,0,32,7,60,0,0,0,0,0,0,0
571,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Si,Engorde,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,32,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,Si,Si,Vacuna,No,No aplica,Na aplica,100,0,0,0,0,0,Monta Controlada,Si,No,No,No,No,Not Selected,[31-50],2,6,0,32,6,40,0,0,0,0,0,0,0
575,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Si,Completa(Engorde y Multiplicador),120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,104,0,0,0,0,60,20,20,0,6,0,6,0,0,0,60,0,60,0,0,0,10,10,0,6600.00,Otro productor de Galàpagos,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,0,0,100,0,0,0,Monta Libre,Si,Si,Si,Si,No,Selected,[51-220],1,15,0,104,15,120,0,0,0,0,0,0,0
586,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,,,,,,,No aplica,,,,,,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Si,Engorde,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,No aplica,No,No aplica,No aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,No,No aplica,Na aplica,0,0,100,0,0,0,Monta Libre,No,No,No,No,No,Not Selected,[1-10],1,1,0,0,1,2,0,0,0,0,0,0,0
