UPA,a1,a2_a,a2_b,a2_c,a2_d,a3,a4_a,a5_a,a6_a,a7_a,a8_a,a9_a,a4_b,a5_b,a6_b,a7_b,a8_b,a9_b,a4_c,a5_c,a6_c,a7_c,a8_c,a9_c,a4_d,a5_d,a6_d,a7_d,a8_d,a9_d,a10,a11_a,a11_b,a11_c,a11_d,a11_e,a11_f,a12,a13_a,a14_a,a15_a,a16_a,a17_a,a18_a,a13_b,a14_b,a15_b,a16_b,a17_b,a18_b,a13_c,a14_c,a15_c,a16_c,a17_c,a18_c,a13_d,a14_d,a15_d,a16_d,a17_d,a18_d,a13_e,a14_e,a15_e,a16_e,a17_e,a18_e,a13_f,a14_f,a15_f,a16_f,a17_f,a18_f,a19,a20,a21,a22_a,a22_b,a22_c,a22_d,a22_e,a23,a24_a,a24_b,a24_c,a24_d,a24_f,a25_a,a25_b,a25_c,a26_a,a26_b,a26_c,a27_a,a27_b,a27_c,a28_a,a28_b,a28_c,a29_a,a29_b,a29_c,a30_a,a30_b,a30_c,a31_a,a31_b,a31_c,TotalAvesCorralvendida,CantidaAvesAfenadasAgrupado
31,Si,0.00,10.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,1.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,Si,No,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,[1-100]
32,Si,10.00,10.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,1.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,[1-100]
33,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
34,Si,5.00,2.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,1000.00,0.00,Si,2000.00,1600.00,0.00,0.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,3600.00,0.00,0.00,Continente,500.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,500.00,[301-500]
35,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
36,Si,20.00,13.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,12.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,Si,0.00,30.00,0.00,30.00,0.00,No,0.00,0.00,0.00,0.00,0.00,Si,No,Remedio casero,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
37,Si,0.00,2.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
38,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
39,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
40,Si,100.00,60.00,2.00,0.00,Si,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,Si,0.00,30.00,0.00,30.00,0.00,No,0.00,0.00,0.00,0.00,0.00,Si,Si,Medicina,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Si,Medicina,0.00,8
41,Si,25.00,100.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,500.00,144.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,7.00,Si,360.00,0.00,0.00,360.00,144.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,[1-100]
42,Si,0.00,40.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,1.00,Si,0.00,360.00,0.00,360.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,[1-100]
43,Si,30.00,45.00,30.00,4.00,Si,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,500.00,48.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,4.00,Si,60.00,20.00,0.00,80.00,26.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,[1-100]
44,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
45,Si,50.00,28.00,3.00,0.00,Si,0.00,0.00,10.00,250.00,9.00,20.00,0.00,0.00,15.00,375.00,8.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,7.00,Si,150.00,20.00,0.00,170.00,50.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,[1-100]
46,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
47,Si,20.00,40.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,Si,0.00,90.00,0.00,90.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
48,Si,2.00,8.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,Si,0.00,30.00,0.00,30.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Si,Medicina,No,No aplica,No aplica,Si,Si,Medicina,No,No aplica,No aplica,0.00,8
49,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
50,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
51,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
52,Si,50.00,20.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Si,1000.00,0.00,0.00,0.00,2000.00,0.00,Si,6000.00,4800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,40000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Continente,2000.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,4000.00,[1001-3500]
53,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
54,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
55,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
56,Si,40.00,40.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,1250.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,Si,0.00,40.00,0.00,40.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
57,Si,20.00,25.00,0.00,0.00,Si,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,3.00,Si,0.00,30.00,0.00,30.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,[1-100]
58,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
59,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
60,No,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No aplica,0.00,No,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,0.00,8
